station_co,site_name,latitude,longitude,state,rivname,basin_name
H103,Fatwah,25.50888889,85.30111111,BIHAR,,
H053,Gardankatta East,26.34583333,88.05083333,BIHAR,,
H052,Gardankatta West,26.34555556,88.03833333,BIHAR,,
H102,Gaurichak,25.48916667,85.18555556,BIHAR,,
H021,Gausaghat,26.17444444,85.95138889,BIHAR,,
WN05,Ghoghepur,25.87638889,86.37444444,BIHAR,,
H045,Gobindpur,25.29333333,87.8275,BIHAR,,
H014,Godhia,25.90166667,85.29055556,BIHAR,,
H050,Gosaipur,26.15972222,85.70722222,BIHAR,,
WN09,Hajipur,25.69194444,85.19583333,BIHAR,,
H009,Hasanpur,25.73944444,86.265,BIHAR,,
H064,Ismailpur Bindtoli,25.30694444,87.18138889,BIHAR,,
H034,Jai Chapra,25.90861111,84.46138889,BIHAR,,
H111,Jearkulti,25.18555556,85.63666667,BIHAR,,
H047,Kadha Gola Ghat,25.47111111,87.3875,BIHAR,,
H039,Kari Kosi embkmt Ch 389,25.44027778,87.56055556,BIHAR,,
H089,Kashtharni Ghat,25.38333333,86.46138889,BIHAR,,
H004,Kataunjha,26.34833333,85.48722222,BIHAR,,
H012,Kolhuaghat,25.80694444,86.1375,BIHAR,,
H025,konighat,25.93138889,86.25388889,BIHAR,,
WN04,Kothram,25.91805556,86.345,BIHAR,,
H040,Kursail,25.62,87.77916667,BIHAR,,
H038,Kursela,25.42777778,87.23083333,BIHAR,,
H055,Kushaha,25.88166667,87.25555556,BIHAR,,
H086,Lakhisarai,25.19027778,86.11472222,BIHAR,,
H023,Mabbi,26.17916667,85.86972222,BIHAR,,
H077,Mandai,25.21666667,85.14916667,BIHAR,,
WN10,Manjhi Road Bridge,25.82311944,84.58568889,UTTAR PRADESH,,
H075,Panchananpur,24.88916667,84.86472222,BIHAR,,
H117,Paura,24.93527778,85.60611111,BIHAR,,
H013,Phuhiagram,25.75472222,86.36638889,BIHAR,,
H008,Phultora,25.70222222,86.38333333,BIHAR,,
H017,Pirokhar,26.5075,85.77916667,BIHAR,,
H100,Quadirganj,24.91777778,85.59722222,BIHAR,,
H063,Raghopur,25.30722222,87.01722222,BIHAR,,
H027,Rasiyari Pul,26.04722222,86.34361111,BIHAR,,
H062,Sahora,25.41694444,87.17305556,BIHAR,,
WN11,Samastipur Road Bridge,25.86638889,85.78523889,BIHAR,,
H068,Santhua,24.77444444,84.32444444,BIHAR,,
H020,Sonmankhi,25.56888889,86.48138889,BIHAR,,
H065,Sultanganj,25.255,86.74,BIHAR,,
H049,Tarabadi,26.33388889,87.94527778,BIHAR,,
H028,Uchait,26.46555556,85.88083333,BIHAR,,
h006,Wazitpur,25.58583333,85.78833333,BIHAR,,
029-MGD1LKN,GHAT,29.5,80.11666667,UTTARAKHAND,Sarju,
023MAHGAND,Jotasan,24.35555556,73.16805556,RAJASTHAN,Wakal,
023MAHGAND,Jotasan,24.35555556,73.16805556,RAJASTHAN,Wakal,
024-HYDCHENNAI,Menangudi,10.94888889,79.70388889,TAMILNADU,Nular,
014-mgd3vns,RIHAND DAM,24.21888889,83.02916667,UTTAR PRADESH,Rihand,
014-mgd3vns,RIHAND DAM,24.21888889,83.02916667,UTTAR PRADESH,Rihand,
010-DDASL,Panchet Dam,23.68333333,86.75805556,JHARKHAND,Damodar,
011-LKdhyd,Oollenur,15.49194444,76.7175,KARNATAKA,Tungabhadra River,
CW1WAR000054,NAGARI,20.42555556,78.86888889,MAHARASHTRA,,
034-LKDHYD,Anantharam,17.43472222,79.41194444,TELANGANA,Aler River,
003neid1,Bailley Bridge Tuipui,23.22666667,93.09777778,MIZORAM,Ziva Lui,
004-DDASL,Nandadih,24.03111111,86.435,JHARKHAND,Barakar,
004-DDASL,Nandadih,24.03111111,86.435,JHARKHAND,Barakar,
018-MDBURLA,Kotni,21.24,81.25027778,CHHATTISGARH,Seonath,
018-MDBURLA,Kotni,21.24,81.25027778,CHHATTISGARH,Seonath,
ESTL289,Neharkatia,27.3189,95.3106,ASSAM,Burhi Dihing,
057-HGDDDN,KaranPrayag(sangam),30.14444444,78.60111111,UTTARAKHAND,,
019-MGD3VNS,AKBARPUR,26.43333333,82.53333333,UTTAR PRADESH,Tons,
024-LGDHYD,Kunavaram,17.6,81.3,TELANGANA,Lotu Vagu,
035-HDCHENNAI,Melkalpoondi,11.43472222,78.93833333,TAMILNADU,Vellar or Vasista,
035-HDCHENNAI,Melkalpoondi,11.43472222,78.93833333,TAMILNADU,Vellar or Vasista,
01 02 17 004,Purna at Gopalkheda,20.87338361,76.99739444,MAHARASHTRA,,
028-mgd4ptn,Taibpur,26.36527778,88.17083333,BIHAR,Dauk,
006-TDSURAT,CHANWADA,20.05,73.46611111,MAHARASHTRA,Kashyapi R,
0048-CDBNG,CHIKKAMALUR,12.6525,77.18472222,KARNATAKA,,
047-ERDBWN,MADDUVALASA,18.62972222,83.21805556,ANDHRA PRADESH,Suvarnamukhi,
047-ERDBWN,MADDUVALASA,18.62972222,83.21805556,ANDHRA PRADESH,Suvarnamukhi,
013-mgd2lkn,Dalmau,26.05656,81.03086,UTTAR PRADESH,Ganga,
018-CDJAPR,Salavad,24.36666667,76.2,RAJASTHAN,Kali Sindh River,
014-MGD5PTN,Chhapra,25.75888889,84.7875,BIHAR,Ghaghara,
X-NIVIBHADHKARG,NIVI BHADHKAR GRAM,25.38348333,81.92893333,UTTAR PRADESH,Ganga,
009-CDBNG,KUPPELUR,14.5,75.63388889,KARNATAKA,Kumadvati River,
009-CDBNG,KUPPELUR,14.5,75.63388889,KARNATAKA,Kumadvati River,
003-neid2,Sihthangpui,22.96027778,92.41027778,MIZORAM,Karnaphuli,
014-HYDCHENNAI,Arcot,12.91388889,79.33333333,TAMILNADU,Palar,
01-10-15-001,SHELLA,25.19555556,91.63536111,MEGHALAYA,Umiam,
004-LKDHYD,Deosugur,16.41444444,77.35722222,TELANGANA,Hindupur Vagu,
056-MGD-3VNS,VIJAY RAGHAVGARH,23.96916667,80.6125,MADHYA PRADESH,,
NBO-2-005-1206,Narmada at Maalpur,23.05888889,80.83972222,MADHYA PRADESH,Kannai N,
NBO-2-005-1206,Narmada at Maalpur,23.05888889,80.83972222,MADHYA PRADESH,Kannai N,
038-LGDHYD,Talnar,18.58519444,81.86166667,CHHATTISGARH,,
049-SRDCBE,Thandalaiputhur,10.99111111,78.51333333,TAMILNADU,Aiyar,
029-UGDHYD,JANWADA,18.0325,77.4725,KARNATAKA,,
029-UBDDIB,Bhalukpong,27.01444444,92.64972222,ASSAM,Kameng,
007-LGD3BEH,BAZARSAW [SEASONAL],23.85694444,88.16583333,WEST BENGAL,Bhagirathi,
CD-NEW-12,DAH,34.62722222,76.46583333,JAMMU & KASHMIR,,
021-MGD3VNS,MEJA ROAD,25.23333333,82.03333333,UTTAR PRADESH,Tons,
032-SWRDKOCHI,MANIKAL,9.531111111,76.91222222,KERALA,,
022-UBDDIB,Badatighat,26.93472222,93.96222222,ASSAM,Subansiri,
CW1WEI000045,PIPLATOLA(DUTTA),21.63944444,80.28222222,MADHYA PRADESH,,
011-mgd4ptn,Dumariaghat,26.35722222,84.76666667,BIHAR,Gandak,
002-CDJAPR,Tal,23.71666667,75.35,MADHYA PRADESH,Chambal,
011-SWRDKOCHI,ARANGALI,10.28611111,76.32222222,KERALA,Chalakudi,
002-MBDGHY,Goalpara,26.18333333,90.63805556,ASSAM,Brahmaputra,
010213ub1,sohagpura,23.91833333,74.70027778,RAJASTHAN,Erau,
40,TARGAON,18.82222222,79.91666667,MAHARASHTRA,Godavari River,
028-HGDDDN,Harshil,31.035,78.75027778,UTTARAKHAND,Bhagirathi,
CW3WEI121214,Bakhari,22.32444444,79.46777778,MADHYA PRADESH,,
017-MGD1LKN,Salempur,26.31666667,84,UTTAR PRADESH,Chhoti Gandak,
050-ERDBWN,BONAIGARH,21.53333333,86.21666667,ODISHA,Gobar Jhora,
041-CDJAPR,Panchana Dam,26.55111111,77.00388889,RAJASTHAN,Utangan or Gambhir,
041-CDJAPR,Panchana Dam,26.55111111,77.00388889,RAJASTHAN,Utangan or Gambhir,
ESTL196,DevPrayag,30.5583,79.5611,UTTARAKHAND,Alaknanda,
008-HYDCHENNAI,Alladupalli,14.25,78.66666667,ANDHRA PRADESH,Ganganeru,
015-UGDHYD,Nanded,19.15305556,77.34277778,MAHARASHTRA,Godavari River,
046-MDBURLA,Kishan Nagar (s),20.42861111,86.09055556,ODISHA,Mahanadi,
023-ERDBWN,Jenapur,20.87916667,86.01444444,ODISHA,Brahmani,
032-wgdngp,Gosikhurd Dam,20.8775,79.60916667,MAHARASHTRA,Wainganga River,
048-ERDBWN,JAGGAGUDA,20.95527778,81.27777778,CHHATTISGARH,Tandula,
033-LBDJPG,AIE NH XING,26.49777778,90.655,ASSAM,Aie,
033-LBDJPG,AIE NH XING,26.49777778,90.655,ASSAM,Aie,
DWRIS-12,Chujachen (Rongli Chu),27.20730556,88.71886111,SIKKIM,Rongli,
01 02 12 007,Hathmati at Hathmati Weir,23.60659139,72.96776583,GUJARAT,,
020-NDBHP,Belkhedi,22.92777778,79.33972222,MADHYA PRADESH,Sher River,
015-HYDCHENNAI,Magaral,12.70944444,79.74916667,TAMILNADU,Cheyyar,
026-HGDDDN,Roorkee,29.88008333,77.89750278,UTTARAKHAND,Solani,
055-MGD3VNS,Jaunpur (MG Marg Bridge),25.74417222,82.69008889,UTTAR PRADESH,Gomti,
007-MGD5PTN,Kahalgaon (Colgong),25.26666667,87.25,BIHAR,Koa Nadi,
010-UYDDEL,Kalanaur,30.06805556,77.36444444,UTTAR PRADESH,Burhi Yamuna,
007-HGDDDN,Srinagar,30.22683056,78.78596944,UTTARAKHAND,Alaknanda,
007-HGDDDN,Srinagar,30.22683056,78.78596944,UTTARAKHAND,Alaknanda,
0026-srdcbe,Grand Anicut,10.83,78.81,TAMILNADU,Cauvery,
018-WGDNGP,Sakmur/Sirpur,19.56138889,79.61333333,MAHARASHTRA,Wardha River,
018-WGDNGP,Sakmur/Sirpur,19.56138889,79.61333333,MAHARASHTRA,Wardha River,
014-MDBURLA,Salebhata,20.98333333,83.53944444,ODISHA,Ong,
66-LYDAGRA,BADAUSA,25.23972222,80.66055556,UTTAR PRADESH,,
012-HYDCHENNAI,Naidupet,13.94833333,79.89611111,ANDHRA PRADESH,Swarnamukhi,
014-MGD2LKN,LUCKNOW,26.08333333,80.95,UTTAR PRADESH,,
051-MGD3VNS,Shastri Bridge,25.4366,81.88918056,UTTAR PRADESH,Ganga,
BKA00D7,SONAPUR,26.11527778,91.98472222,ASSAM,Digaru,
006-MGD3VNS,VARANASI,25.31666667,83.03333333,UTTAR PRADESH,Ganga,
029-TDSURAT,NANIPALSAN,20.20277778,73.28111111,GUJARAT,Damanganga,
018-CDJAPR,Salavad,24.36666667,76.2,RAJASTHAN,Kali Sindh River,
NBO-2-051-1227,Karam at Dahiwar,22.22777778,75.51833333,MADHYA PRADESH,Khirni N,
004-MGD4PTN,Sikandarpur (Muzzafarpur),26.13333333,85.4,BIHAR,Burhi Gandak,
020-CDBNG,T.K.HALLI,12.41666667,77.1925,KARNATAKA,Shimsha,
0037-CDBNG,Bhadra Dam,13.70222222,75.63638889,KARNATAKA,Bhadra River,
017-TDSURAT,BHUSAWAL,21.06833333,75.78027778,MAHARASHTRA,Tapi,
033-HGDDDN,Gangi,30.51694444,78.75611111,UTTARAKHAND,Bhilangna,
033-HGDDDN,Gangi,30.51694444,78.75611111,UTTARAKHAND,Bhilangna,
013 NDBHP,Sandia,22.91583333,78.3475,MADHYA PRADESH,Narmada River,
045-LBDJPG,Bakshirhat,26.32138889,89.81166667,ASSAM,,
015-SWRDKOCHI,KIDANGOOR,9.675,76.60277778,KERALA,Minachil Ar,
NBO-2-021-1222,Umar at Imaliya,22.90305556,79.79994444,MADHYA PRADESH,Hinauta N,
011-LGDHYD,Chindnar,19.08333333,81.3,CHHATTISGARH,Indravati,
052-ERDBWN,KAMAKSHYANAGAR RD. BRIDGE,20.74722222,85.55555556,ODISHA,Brahmani,
038-TDSURAT,KURANKHEDA,20.71277778,76.93833333,MAHARASHTRA,Murna,
030-UBDDIB,NT Road Crossing Jia-Bharali,26.80976389,92.87663611,ASSAM,Kameng,
030-UBDDIB,NT Road Crossing Jia-Bharali,26.80976389,92.87663611,ASSAM,Kameng,
027-UBDDIB,Seppa,27.35583333,93.04527778,ARUNACHAL PRADESH,Kameng,
039-MGD4PTN,Indo-Nepal Border,26.84805556,85.57833333,BIHAR,Jainura Nadi,
0010-LYDAGRA,SHAHIJINA,25.95,80.15,UTTAR PRADESH,Betwa,
023-MBDGHY,Kailashahar,24.325,92.00833333,TRIPURA,Manu,
004-MBDGHY,Pagladiya N T Road Crossing,26.44944444,91.46416667,ASSAM,Pagladiya,
ESTL002,Nematighat,26.8603,94.2522,ASSAM,Brahmaputra,
011-ERDBWN,Fekoghat,22.30805556,86.91833333,WEST BENGAL,Dulung,
030-LGDHYD,Chinturu (Tallagudem/Kummuru),17.71055556,81.36916667,TELANGANA,Kolab/ Sabari,
013-HGDDDN,Marora,29.93731667,78.70244167,UTTARAKHAND,Nayar,
007-WGDNGP,Ramakona,21.72,78.82416667,MADHYA PRADESH,Kanhan River,
005-LGD3BEH,LABHA,25.43027778,87.76722222,BIHAR,Mahananda,
020-DDASL,Tilpara  Mihirlal Barrage,23.93333333,87.55,WEST BENGAL,Mayurakshi N,
007-CDJAIPUR,Gandhisagar Dam,25.21666667,75.91666667,RAJASTHAN,Chambal,
053-MGD4PTN,Kakarghatti,26.18833333,85.95083333,BIHAR,Kamla,
004-LYDAGRA,UDI,26.71666667,78.93333333,UTTAR PRADESH,Chambal,
013-NEID2,DAPCHHUAH,23.76916667,92.52111111,MIZORAM,Outur,
004-HGDDDN,Rudraprayag (A),30.28792778,78.9842,UTTARAKHAND,Alaknanda,
01-10-22-001,RYMBAI,25.32486111,92.31666667,MEGHALAYA,Lubha,
013-ukdpune,Anjanari,16.93444444,73.51361111,MAHARASHTRA,Kajvi,
X-JANKIRAMMAKUN,JANKI RAMMAKUNJ,25.44173333,81.90458333,UTTAR PRADESH,Ganga,
X-JANKIRAMMAKUN,JANKI RAMMAKUNJ,25.44173333,81.90458333,UTTAR PRADESH,Ganga,
060-MDBURLA,KALMA,21.69468333,83.27789444,CHHATTISGARH,Mahanadi,
025-ukdpune,Phulgaon,18.6625,74.02,MAHARASHTRA,Bhima River,
011-UGDHYD,G.R.BRIDGE,19.01666667,76.71666667,MAHARASHTRA,Godavari River,
008-WGDNGP,Satrapur/K.R.Bridge,21.21666667,79.23305556,MAHARASHTRA,Kanhan River,
006-MAHGAND,Paderdibadi,23.75944444,74.13222222,RAJASTHAN,Mahi,
040LBDJPG,Matigara,26.72027778,88.37777778,WEST BENGAL,Balasan,
030-TDSURAT,SILVASSA,20.26805556,72.98555556,DADRA AND NAGAR HAV,Damanganga,
048-MGD3VNS,DEVKALI,25.54416667,83.32666667,UTTAR PRADESH,Ganga,
039-SRDCBE,Kukkalthurai,11.48555556,76.8325,TAMILNADU,Kukkaltorai Halla,
018-UYDDEL,Mathura (Gokul Barrage),27.43333333,77.73333333,UTTAR PRADESH,Yamuna,
018-UYDDEL,Mathura (Gokul Barrage),27.43333333,77.73333333,UTTAR PRADESH,Yamuna,
NBO-2-007-1208,Halon at Baratola,22.60722222,80.70444444,MADHYA PRADESH,Halon Nadi,
007-NDBHP,kogaon,22.10166667,75.68388889,MADHYA PRADESH,Beda Nadi,
047-hdchennai,Narasingarayanipet,13.185,79.20805556,ANDHRA PRADESH,Ponnai,
023-LBDJPG,Mekhliganj,26.32833333,88.85833333,WEST BENGAL,Teesta,
005-srdcbe,THENGUMARAHADA,11.57277778,76.91916667,TAMILNADU,Moyar,
032-TDSURAT,DAMAN,20.41138889,72.83638889,DAMAN & DIU,Damanganga,
X-DERWAN,DERWAN,25.23243333,82.45421667,UTTAR PRADESH,Ganga,
DWRIS-08,Cungthang (Lachung Chu) Bop,27.60187222,88.66261111,SIKKIM,Lachung,
DWRIS-06,Melli,27.0855,88.45255556,SIKKIM,Teesta,
013-LGD3BEH,KALNA (EBB),23.22472222,88.37416667,WEST BENGAL,Hooghly,
028-TDSURAT,MADHUBAN DAM,20.19305556,73.06638889,GUJARAT,Damanganga,
044-LYDAGRA,GUGAWALI,26.42142222,78.91301389,MADHYA PRADESH,,
033-CDJAPR,Tumri,24.53333333,75.6,MADHYA PRADESH,Chambal,
009-lkdhyd,P.D. Jurala,16.35,77.55,KARNATAKA,Krishna River,
017-CDJAPR,Aklera,24.41666667,76.58333333,RAJASTHAN,Parwan,
027-ERDBWN,Tilga,22.62361111,84.41722222,JHARKHAND,Sankh,
008-TDSURAT,DAHIGAON,20.83138889,75.42472222,MAHARASHTRA,Girna River,
CW1WEI000064,DHANORA(KATHANI),20.27,80.3225,MAHARASHTRA,,
008-LGD3BEH,BERHAMPORE,24.09111111,88.24305556,WEST BENGAL,Bhagirathi,
X-CHAKERI,CHAKERI,25.49553333,83.30027778,UTTAR PRADESH,Ganga,
034-DDasal,D P Ghat,22.6,87,WEST BENGAL,Kasai N,
023-mgd2lkn,Narora Down Stream,28.19111111,78.4,UTTAR PRADESH,Ganga,
NBO-2-010-1211,Balai at Narayanganj,22.60472222,80.36222222,MADHYA PRADESH,Narmada River,
005-ERDBWN,Govindapur (NH5 Road Bridge),21.54861111,86.91805556,ODISHA,Burhabalanga,
017-ukdpune,Mahad,18.07638889,73.41694444,MAHARASHTRA,Savtri,
021-CDBNG,THIMMANAHALLI,12.98333333,76.03916667,KARNATAKA,Yagachi,
021-MGD4PTN,Jhanjharpur,26.23333333,86.26666667,BIHAR,Kamla Balan,
021-UBDDIB,Chouldhowaghat,27.4475,94.25277778,ASSAM,Subansiri,
NBO-2-037-1238,Indra at Khapriya,22.11772222,77.25561111,MADHYA PRADESH,Machak R,
027-SWRDKOCHI,THOTTATHINKADAVU,11.36194444,76.00194444,KERALA,,
018-HYDCHENNAI,Kumarapalayam,11.98333333,79.68055556,PONDICHERRY,Varaha or Sankaraparani,
043-MGD3VNS,CHANSURA,23.86694444,80.21597222,MADHYA PRADESH,Aloni R,
043-MGD3VNS,CHANSURA,23.86694444,80.21597222,MADHYA PRADESH,Aloni R,
007-lgdhyd,Sonarpal,19.2725,81.875,CHHATTISGARH,Markandi,
NBO-1-034-1235,Tawa at Tawakathi,22.20055556,77.95583333,MADHYA PRADESH,Tawa River,
012-HGDDDN,Ganga Nagar,30.40076389,79.04185,UTTARAKHAND,Mandakini,
011-MAHGAND,Somkamla Amba Dam,23.97694444,74.03277778,RAJASTHAN,Som,
019-LKDHYD,Dameracherla,16.73916667,79.66972222,TELANGANA,Musi River,
NBO-1-015-1216,Pariyat at Matamar,23.23583333,80.04,MADHYA PRADESH,Pariat Nadi,
005-mgd2lkn,Neemsar,27.34579,80.48034,UTTAR PRADESH,Gomti,
005-mgd2lkn,Neemsar,27.34579,80.48034,UTTAR PRADESH,Gomti,
021MAHGAND,Vautha,22.64972222,72.53555556,GUJARAT,Sabarmati,
MGD2-035,FATEHGANJ (E),28.06965556,79.63532222,UTTAR PRADESH,Baigul,
027-MAHGAND,Chitrasani,24.28888889,72.49833333,GUJARAT,Balaram Nadi,
034-ERDBWN,Gudari,19.34555556,83.77972222,ODISHA,Vamsadhara,
021-NEID2,TUIVAI,23.84694444,93.12944444,MIZORAM,Tuivai,
036-CDJAPR,Devlia Khurd,26.01805556,75.24944444,RAJASTHAN,Dai River,
010-UBDDIB,Dibrugarh,27.49888889,94.85583333,ASSAM,Brahmaputra,
013-UGDHYD,Zari,19.39472222,76.77333333,MAHARASHTRA,Dudhana River,
nbo-2-006-1207,Silgi at Kotrai,22.98527778,80.59611111,MADHYA PRADESH,Silgi N,
NBO-1-042-1243,Machak at Barangi,22.22055556,76.94388889,MADHYA PRADESH,Machak R,
019-mgd5ptn,Palmerganj,25.21333333,84.82416667,BIHAR,Punpun,
011-CDJAPR,Mandawara,25.38333333,76.16666667,RAJASTHAN,Chambal,
007-MGD1LKN,Shardanagar,28.15,80.8,UTTAR PRADESH,Sharda / Chauka River,
NBO-2-022-1223,Machrewa at Bakori,22.54488889,79.71283333,MADHYA PRADESH,Halon,
012-MGD3VNS,KULDAH BRIDGE,24.41666667,81.68333333,MADHYA PRADESH,Son,
012-MGD3VNS,KULDAH BRIDGE,24.41666667,81.68333333,MADHYA PRADESH,Son,
010-CDBNG,MAHISHI,13.69722222,75.33555556,KARNATAKA,Tunga River,
012-MDSIL,Sonamura,23.48333333,91.26666667,TRIPURA,Gumti,
035-MDBURLA,Padmavati,20.01,85.2975,ODISHA,Baunsa,
ESTL238,NS Dam,16.5711,79.3103,ANDHRA PRADESH,Krishna River,
018-DDASL,Massanjore Dam,24.11666667,87.43333333,JHARKHAND,Dwarka N,
015-DDASL,Harinkhola,22.83972222,87.9075,WEST BENGAL,Damodar,
003-MGD1LKN,Kakardhari,27.85,81.81666667,UTTAR PRADESH,Rapti,
017-mgd4ptn,Benibad,26.14861111,85.69416667,BIHAR,Lakhandai,
011-SRDCBE,KODUMUDI,11.08111111,77.89027778,TAMILNADU,Cauvery,
026-TDSURAT,SOLACHAR,20.20888889,72.99055556,DADRA AND NAGAR HAV,Sakartond,
01-11-06-003,DHOLAI,24.58611111,92.84222222,ASSAM,Ralori,
NBO-1-043-1244,Kalimachak at Charuwa,22.07388889,76.91472222,MADHYA PRADESH,Kalimachak N,
NBO-1-003-1204,Machrar at Gidha,22.90861111,81.19388889,MADHYA PRADESH,Machhrar N,
b2ampsamt,Amta,22.573825,87.99859722,WEST BENGAL,Damodar,
029-DDASL,Tusuma,23.13333333,86.71666667,WEST BENGAL,Silabali N,
022-CHEJMU,MIYAR NALLAH,32.71666667,76.66666667,HIMACHAL PRADESH,Chenab,
048-HDCHENNAI,RAYACHOTI,14.06555556,78.75527778,ANDHRA PRADESH,Mandavi,
016-UYDDEL,Mohna,28.66666667,77.46666667,UTTAR PRADESH,Hindon,
009-HGDDDN,Koteshwar,30.26277778,78.50055556,UTTARAKHAND,Bhagirathi,
X-BEHPURA,BEHPURA,25.19895,82.21041667,UTTAR PRADESH,Ganga,
004RAMES,RAMESHWAR,29.51666667,80.1,UTTARAKHAND,Sarju,
061-mgd5ptn,Nawada,24.89527778,85.54777778,BIHAR,,
057-TDSURAT,SAGBARA,21.54305556,73.795,GUJARAT,Tini Khadi,
033-HDCHENNAI,Mayampadi,11.7375,78.79083333,TAMILNADU,Gomukhi,
017-ERDBWN,Keonjhar,21.62777778,85.63166667,ODISHA,Aradi,
009-MGD3VNS,SULTANPUR,26.28333333,82.13333333,UTTAR PRADESH,Gomti,
CD-NEW-28,D/S OF KISHANGANGA PROJECT,34.65777778,74.68888889,JAMMU & KASHMIR,,
030-SRDCBE,KALLIDAIKURICHHI,8.693333333,77.46583333,TAMILNADU,Tambraparni,
GRM001,GARIMILLAPALLI,18.44694444,79.70472222,TELANGANA,Morahcha Vagu,
GRM001,GARIMILLAPALLI,18.44694444,79.70472222,TELANGANA,Morahcha Vagu,
041-erdbwn,ANAKAPALLI,17.68777778,82.99916667,ANDHRA PRADESH,Sarada,
041-erdbwn,ANAKAPALLI,17.68777778,82.99916667,ANDHRA PRADESH,Sarada,
019-chejmu,GHOUSHAL,32.53333333,76.93333333,HIMACHAL PRADESH,Nadgar Nal,
047-MGD3VNS,TENDUI,25.38027778,82.82305556,UTTAR PRADESH,Varuna,
047-MGD4PTN,Moujabadi,26.15616667,87.91333333,BIHAR,Mahananda,
034-UYDDEL,Dadahu/Renuka,30.60444444,77.44111111,HIMACHAL PRADESH,,
038-HDCHENNAI,Panneswaram Madam,12.39555556,78.24527778,TAMILNADU,Ponnaiyar,
038-HDCHENNAI,Panneswaram Madam,12.39555556,78.24527778,TAMILNADU,Ponnaiyar,
022-lgdhyd,Konta,17.8,81.38333333,TELANGANA,Kolab/ Sabari,
052-MGD4PTN,Kapsiya,26.41722222,86.04722222,BIHAR,Kamla,
X-JAGDISHPUR,JAGDISHPUR,25.24378333,82.36581667,UTTAR PRADESH,Ganga,
040-CDJAPR,Parwan pick-up Weir,24.71361111,76.55361111,RAJASTHAN,Parwan,
053-HGDDDN,KIRTINAGAR D/S,30.22888889,78.72972222,UTTARAKHAND,Alaknanda,
009-UBDDIB,Namsai,27.66611111,95.83027778,ARUNACHAL PRADESH,Neo Dihing,
035-HGDDDN,Maneri,30.77305556,78.60111111,UTTARAKHAND,Bhagirathi,
045-HDCHENNAI,Verupakshapuram,13.79416667,78.70222222,ANDHRA PRADESH,Doddipalle R,
013-UYDDEL,Baghpat,28.93972222,77.22416667,UTTAR PRADESH,Yamuna,
052-TDSURAT,PRAKASHA(DAMARKHEDA),21.50972222,74.35583333,MAHARASHTRA,Tapi,
052-TDSURAT,PRAKASHA(DAMARKHEDA),21.50972222,74.35583333,MAHARASHTRA,Tapi,
008-ERDBWN,Jamshedpur,22.81666667,86.21083333,JHARKHAND,Subarnarekha,
032-LKDHYD,Veerlapalem,16.68758333,79.54611111,TELANGANA,Tungapahad Vagu,
018-ERDBWN,Altuma,20.93083333,85.51916667,ODISHA,Ramiala,
046-ERDBWN,"JANJHAVATI RD, BRIDGE",18.86111111,83.45972222,ANDHRA PRADESH,Jhanjabati,
50-LGDHYD,Balimela Dam (State Govt.),18.30805556,82.25638889,ODISHA,Machukund River,
007-ukdpune,Sadalga (Seasonal),16.5,74.46666667,KARNATAKA,Vedganga River,
018MAHGAND,Dharoi Dam,24.00361111,72.85666667,GUJARAT,Sabarmati,
038-MDBURLA,Khandapara,20.2575,85.18555556,ODISHA,Kusumi,
NBO-1-020-1221,Sher at Kacchara,22.44661111,79.4565,MADHYA PRADESH,Bijna Nadi,
005-SIDGTK,Kalez Khola (Toyum),27.27075278,88.23878333,SIKKIM,Rangit,
037-mgd2lkn,Jyoti Jagir,28.38833611,79.64971389,UTTAR PRADESH,Kailas Nadi,
X-BARAINI GHAT,BARAINI GHAT,25.20926667,82.69038333,UTTAR PRADESH,Ganga,
055-HGDDDN,ROORKEE D/S,29.88027778,77.8975,UTTARAKHAND,Solani,
006-NEID2,Tlabung,22.89833333,92.47388889,MIZORAM,Karnaphuli,
013-mgd4ptn,Kamtaul,26.34277778,85.81361111,BIHAR,Sikwa Nadi,
032-MGD1LKN,Baijnath Barrage,29.90361111,79.63472222,UTTARAKHAND,Gomti N,
DWRIS-14,Bakcha chu,27.41730556,88.63038889,SIKKIM,Rate Chhu,
036-ERDBWN,Kashinagar,18.85777778,83.86138889,ODISHA,Vamsadhara,
047-hgdddn,AUGUSTMUNI D/S,30.39222222,79.02194444,UTTARAKHAND,Mandakini,
GGQ00H8,Mahua,25.81277778,85.39777778,BIHAR,Baya,
005-jhelum,Rammunshibagh (near Srinagar),34.06888889,74.84055556,JAMMU & KASHMIR,Jhelum,
017-UYDDEL,Mathura (Prayag ghat),27.5,77.71666667,UTTAR PRADESH,Yamuna,
01 02 17 005,Purna at Yerli,20.93777639,76.47396667,MAHARASHTRA,,
048-DDASL,KUSHKARNI,23.96666667,87.18333333,JHARKHAND,,
057-mgd2lkn,Chupkoli,28.69214722,77.85073611,UTTAR PRADESH,Kali Nadi,
021-ERDBWN,Rengali D/S,21.25611111,85.03722222,ODISHA,Brahmani,
034-HGDDDN,Suraithota,30.70081389,79.88253056,UTTARAKHAND,Dhauliganga,
021-SWRDKOCHI,AYILAM,8.715,76.83333333,KERALA,Attingal Ar,
024-CDJAPR,Bangpura,24.16666667,76.41666667,MADHYA PRADESH,Chhapi Nadi,
CW1WEI000042,GANESHGANJ,22.50472222,79.57083333,MADHYA PRADESH,,
021-DDASL,TANTLOI,24.03333333,87.15,JHARKHAND,Siddheshwari N,
